matrix,ranks,src_rank,dst_rank,elements,bytes
Queen_4147,32,8,11,1149,9192
Queen_4147,32,8,12,261,2088
Queen_4147,32,8,14,3054,24432
Queen_4147,32,8,15,681,5448
Queen_4147,32,9,8,9362,74896
Queen_4147,32,9,10,1194,9552
Queen_4147,32,9,11,5673,45384
Queen_4147,32,9,12,504,4032
Queen_4147,32,9,13,1662,13296
Queen_4147,32,9,14,597,4776
Queen_4147,32,9,15,4409,35272
Queen_4147,32,10,4,5427,43416
Queen_4147,32,10,6,1848,14784
Queen_4147,32,10,8,4611,36888
Queen_4147,32,10,9,1272,10176
Queen_4147,32,10,11,4512,36096
Queen_4147,32,10,12,2655,21240
Queen_4147,32,10,13,393,3144
Queen_4147,32,11,8,1209,9672
Queen_4147,32,11,9,5682,45456
Queen_4147,32,11,10,4518,36144
Queen_4147,32,11,13,2790,22320
Queen_4147,32,12,0,4184,33472
Queen_4147,32,12,1,3786,30288
Queen_4147,32,12,3,72,576
Queen_4147,32,12,4,423,3384
Queen_4147,32,12,6,60,480
Queen_4147,32,12,8,306,2448
Queen_4147,32,12,9,543,4344
Queen_4147,32,12,10,2715,21720
Queen_4147,32,12,13,4734,37872
Queen_4147,32,12,14,3526,28208
Queen_4147,32,12,21,1119,8952
Queen_4147,32,12,22,132,1056
Queen_4147,32,12,24,3534,28272
Queen_4147,32,12,25,174,1392
Queen_4147,32,13,9,1689,13512
Queen_4147,32,13,10,414,3312
Queen_4147,32,13,11,3003,24024
Queen_4147,32,13,12,4662,37296
Queen_4147,32,13,14,867,6936
Queen_4147,32,13,15,3273,26184
Queen_4147,32,13,21,5199,41592
Queen_4147,32,13,22,66,528
Queen_4147,32,14,0,201,1608
Queen_4147,32,14,1,1008,8064
Queen_4147,32,14,2,1776,14208
Queen_4147,32,14,3,3957,31656
Queen_4147,32,14,6,1473,11784
Queen_4147,32,14,8,3042,24336
Queen_4147,32,14,9,603,4824
Queen_4147,32,14,12,3632,29056
Queen_4147,32,14,13,897,7176
Queen_4147,32,14,15,4897,39176
Queen_4147,32,14,21,15,120
Queen_4147,32,14,22,3793,30344
Queen_4147,32,14,24,297,2376
Queen_4147,32,14,27,33,264
Queen_4147,32,15,8,708,5664
Queen_4147,32,15,9,4351,34808
Queen_4147,32,15,13,3177,25416
Queen_4147,32,15,14,4880,39040
Queen_4147,32,15,21,456,3648
Queen_4147,32,15,22,4805,38440
Queen_4147,32,16,17,5853,46824
Queen_4147,32,16,18,4497,35976
Queen_4147,32,16,19,909,7272
Queen_4147,32,16,20,3086,24688
Queen_4147,32,16,23,687,5496
Queen_4147,32,16,24,696,5568
Queen_4147,32,16,29,171,1368
Queen_4147,32,16,30,5805,46440
Queen_4147,32,17,16,5832,46656
Queen_4147,32,17,18,54,432
Queen_4147,32,17,19,3855,30840
Queen_4147,32,17,20,3018,24144
Queen_4147,32,18,16,4398,35184
Queen_4147,32,18,17,54,432
Queen_4147,32,18,19,6084,48672
Queen_4147,32,18,23,2271,18168
Queen_4147,32,18,29,6009,48072
Queen_4147,32,18,30,756,6048
Queen_4147,32,19,16,942,7536
Queen_4147,32,19,17,3924,31392
Queen_4147,32,19,18,6102,48816
Queen_4147,32,19,20,459,3672
Queen_4147,32,19,23,2622,20976
Queen_4147,32,20,16,3079,24632
Queen_4147,32,20,17,3222,25776
Queen_4147,32,20,19,450,3600
Queen_4147,32,20,21,5900,47200
Queen_4147,32,20,23,4068,32544
Queen_4147,32,20,24,2094,16752
Queen_4147,32,20,30,39,312
Queen_4147,32,21,12,1092,8736
Queen_4147,32,21,13,5358,42864
Queen_4147,32,21,14,21,168
Queen_4147,32,21,15,441,3528
Queen_4147,32,21,20,5902,47216
Queen_4147,32,21,22,4302,34416
Queen_4147,32,21,23,669,5352
Queen_4147,32,21,24,2420,19360
Queen_4147,32,22,3,441,3528
Queen_4147,32,22,12,138,1104
Queen_4147,32,22,13,66,528
Queen_4147,32,22,14,3972,31776
Queen_4147,32,22,15,4770,38160
Queen_4147,32,22,21,4176,33408
Queen_4147,32,22,23,7440,59520
Queen_4147,32,22,24,894,7152
Queen_4147,32,22,27,2649,21192
Queen_4147,32,23,16,687,5496
Queen_4147,32,23,18,2451,19608
Queen_4147,32,23,19,2691,21528
Queen_4147,32,23,20,4275,34200
Queen_4147,32,23,21,678,5424
Queen_4147,32,23,22,7341,58728
Queen_4147,32,23,24,243,1944
Queen_4147,32,23,27,2745,21960
Queen_4147,32,23,29,567,4536
Queen_4147,32,23,30,54,432
Queen_4147,32,24,0,486,3888
Queen_4147,32,24,3,120,960
Queen_4147,32,24,12,3507,28056
Queen_4147,32,24,14,348,2784
Queen_4147,32,24,16,669,5352
Queen_4147,32,24,20,2253,18024
Queen_4147,32,24,21,2536,20288
Queen_4147,32,24,22,888,7104
Queen_4147,32,24,23,261,2088
Queen_4147,32,24,25,4671,37368
Queen_4147,32,24,26,66,528
Queen_4147,32,24,27,4134,33072
Queen_4147,32,24,30,3681,29448
Queen_4147,32,24,31,345,2760
Queen_4147,32,25,0,4509,36072
Queen_4147,32,25,12,180,1440
Queen_4147,32,25,24,4626,37008
Queen_4147,32,25,26,4314,34512
Queen_4147,32,25,27,804,6432
Queen_4147,32,25,31,3300,26400
Queen_4147,32,26,0,471,3768
Queen_4147,32,26,3,2952,23616
Queen_4147,32,26,24,69,552
Queen_4147,32,26,25,4218,33744
Queen_4147,32,26,27,4911,39288
Queen_4147,32,26,28,3630,29040
Queen_4147,32,26,29,132,1056
Queen_4147,32,26,30,162,1296
Queen_4147,32,26,31,1182,9456
Queen_4147,32,27,0,369,2952
Queen_4147,32,27,3,3318,26544
Queen_4147,32,27,14,27,216
Queen_4147,32,27,22,2670,21360
Queen_4147,32,27,23,2592,20736
Queen_4147,32,27,24,4188,33504
Queen_4147,32,27,25,822,6576
Queen_4147,32,27,26,4938,39504
Queen_4147,32,27,28,267,2136
Queen_4147,32,27,29,4440,35520
Queen_4147,32,27,30,1011,8088
Queen_4147,32,28,26,3615,28920
Queen_4147,32,28,27,255,2040
Queen_4147,32,28,29,4518,36144
Queen_4147,32,28,30,504,4032
Queen_4147,32,28,31,3906,31248
Queen_4147,32,29,16,213,1704
Queen_4147,32,29,18,6021,48168
Queen_4147,32,29,23,552,4416
Queen_4147,32,29,26,114,912
Queen_4147,32,29,27,4263,34104
Queen_4147,32,29,28,4542,36336
Queen_4147,32,29,30,3738,29904
Queen_4147,32,30,16,5856,46848
Queen_4147,32,30,18,792,6336
Queen_4147,32,30,20,39,312
Queen_4147,32,30,23,48,384
Queen_4147,32,30,24,3717,29736
Queen_4147,32,30,26,162,1296
Queen_4147,32,30,27,1044,8352
Queen_4147,32,30,28,513,4104
Queen_4147,32,30,29,3846,30768
Queen_4147,32,30,31,4974,39792
Queen_4147,32,31,24,333,2664
Queen_4147,32,31,25,3525,28200
Queen_4147,32,31,26,1146,9168
Queen_4147,32,31,28,3765,30120
Queen_4147,32,31,30,4956,39648
